Customer Segment,RFM_score,F_quartile,R_quartile,M_quartile,Total Paid,last-to-present,Order ID,Units Sold
High paying customer,431,3,4,1,1981617.33,1448,472846686,4697
Loyal custommer,412,1,4,2,1067447.04,1947,147778403,9768
Loyal custommer,413,1,4,3,716935.56,2069,690552794,8772
Normal,233,3,2,3,416005.7,104,899818313,5090
Normal,433,3,4,3,293416.8,460,940124833,2685
Normal,433,3,4,3,643841,1263,264306867,3130
High paying customer,411,1,4,1,2193110.48,2590,979073941,8591
Churn customer,444,4,4,4,229050.88,2712,453474700,2096
Normal,433,3,4,3,486272.46,2324,254912698,3187
Churn customer,444,4,4,4,194115.6,2315,242673242,1260
"Once Loyal, Now Gone",442,4,4,2,1073909.89,741,869291770,1607
New customer,144,4,1,4,25397.19,23,363376510,39
Churn customer,444,4,4,4,77960.3,1539,851343715,379
Churn customer,444,4,4,4,63013.6,1257,553903901,1328
Normal,432,3,4,2,824299.12,1514,727604615,3229
Normal,424,2,4,4,48049.5,1576,441150701,5150
Churn customer,444,4,4,4,66553.92,1043,561639392,432
"Once Loyal, Now Gone",443,4,4,3,301967.6,2010,911160409,1468
Normal,423,2,4,3,551023.66,2729,396718728,6742
Churn customer,444,4,4,4,247409.92,1212,561307656,2264
High paying customer,231,3,2,1,2949330.09,103,163744628,4529
Loyal custommer,412,1,4,2,1299523.86,2756,653920686,8517
High paying customer,421,2,4,1,2846913.72,1301,351166236,6748
Normal,433,3,4,3,746726.52,2185,170031297,4894
Churn customer,444,4,4,4,99048.64,698,103782451,388
High paying customer,411,1,4,1,2485916.64,2738,596105563,9738
High paying customer,431,3,4,1,2304863.23,2126,109976851,3449
Normal,423,2,4,3,627485.76,2755,393842971,5742
High paying customer,411,1,4,1,3201723.21,2468,662805020,7589
Normal,423,2,4,3,277250.35,2515,338017833,5843
High paying customer,411,1,4,1,5087903.73,1363,428419864,7813
"Once Loyal, Now Gone",443,4,4,3,426416.1,2242,547587192,2073
Normal,433,3,4,3,602528.66,704,186079490,3911
Normal,243,4,2,3,495753.76,140,412483680,1942
High paying customer,121,2,1,1,4612399.54,48,886205995,6902
Normal,434,3,4,4,217892.18,1329,955466639,2666
Normal,422,2,4,2,870747.12,2731,611298453,5652
Normal,322,2,3,2,1201288,187,989743125,5840
Normal,433,3,4,3,365169.64,933,437160861,4468
Churn customer,444,4,4,4,2929.62,1810,393858420,314
High paying customer,421,2,4,1,2388860.8,1765,631978929,5464
Normal,434,3,4,4,149894.55,1741,425430381,3159
Loyal custommer,412,1,4,2,938278.08,560,357930982,8586
Normal,434,3,4,4,45035.91,1143,191624581,4827
High paying customer,421,2,4,1,2477759.97,560,682162415,5873
Normal,432,3,4,2,1025715.04,997,527284371,4018
Normal,432,3,4,2,1701415.42,775,244401013,2546
High paying customer,421,2,4,1,3898018.91,1816,216431796,5833
Loyal custommer,412,1,4,2,1292409.34,2553,171293437,8389
Normal,423,2,4,3,562682.72,1777,522286880,5149
High paying customer,411,1,4,1,2264844.16,1417,250437486,8872
Normal,433,3,4,3,763797.76,2444,915761363,2992
Normal,433,3,4,3,278226.88,862,568033349,2546
High paying customer,411,1,4,1,3576361.53,2184,681056058,8477
High paying customer,411,1,4,1,4994129.49,445,346607339,7669
"Once Loyal, Now Gone",442,4,4,2,821972.1,1251,849994885,1230
Churn customer,444,4,4,4,70644.54,2649,374056422,463
Loyal custommer,413,1,4,3,444606.5,2389,484520947,9370
Loyal custommer,412,1,4,2,943195.68,1202,509356057,8631
High paying customer,411,1,4,1,3546129.2,2264,298488080,8111
High paying customer,411,1,4,1,5778837.54,1172,457485139,8874
Churn customer,444,4,4,4,165701.88,621,306169068,1086
High paying customer,431,3,4,1,2440735.08,1196,506129252,3748
Normal,423,2,4,3,297416.6,2323,547736537,6268
"Once Loyal, Now Gone",443,4,4,3,777778.8,799,357434880,1779
Churn customer,444,4,4,4,181722.78,617,953805816,1191
High paying customer,411,1,4,1,3518585.6,1072,139560973,8048
High paying customer,411,1,4,1,5920203.93,763,674231231,8859
Normal,433,3,4,3,528443.3,1647,412215459,2569
Churn customer,444,4,4,4,206440.74,2208,956205642,1353
"Once Loyal, Now Gone",443,4,4,3,379926.8,2407,350977408,869
Churn customer,444,4,4,4,6036.51,1541,953635013,647
Churn customer,444,4,4,4,131160,1531,679271209,300
Normal,422,2,4,2,1420888.48,1578,443551385,5566
Loyal custommer,412,1,4,2,902434.24,2315,932776868,8258
High paying customer,421,2,4,1,3000940.8,815,801352488,6864
High paying customer,411,1,4,1,4296364.4,1423,523857152,9827
"Once Loyal, Now Gone",443,4,4,3,489392.4,2152,103007829,1160
Churn customer,444,4,4,4,97040.88,2532,148153054,636
Churn customer,444,4,4,4,189244,1508,666127955,920
Loyal custommer,413,1,4,3,694378.08,1070,839543712,8496
Churn customer,444,4,4,4,18458.05,1363,436606395,389
Normal,422,2,4,2,1001081.88,2645,624649417,6498
High paying customer,431,3,4,1,1988103.25,1134,162658011,2975
Loyal custommer,412,1,4,2,1671106.8,2122,439640080,8124
Normal,333,3,3,3,605786.5,262,761970794,2945
Normal,433,3,4,3,608049.2,532,287758386,2956
Normal,433,3,4,3,361164.87,2611,245556294,4419
Normal,433,3,4,3,512363.64,588,725374734,3358
Normal,433,3,4,3,379748,1440,130353915,3475
Normal,423,2,4,3,552903.45,2061,595385873,6765
Normal,344,4,3,4,86359,216,378352677,1820
Normal,232,3,2,2,1405160.8,150,173540055,3214
"Once Loyal, Now Gone",443,4,4,3,579230.32,406,203544747,2269
Churn customer,444,4,4,4,220648.47,1399,527204978,523
High paying customer,331,3,3,1,2346960.84,216,467774093,3604
Churn customer,444,4,4,4,35188.16,1144,260343635,322
Loyal custommer,412,1,4,2,1050290.08,959,588096272,9611
High paying customer,411,1,4,1,3205942.11,1784,317781960,7599
Loyal custommer,412,1,4,2,842220.96,1998,490935933,7707
High paying customer,421,2,4,1,4254206.82,1471,860048663,6366
High paying customer,411,1,4,1,3434606.49,2619,579744517,8141
New customer,144,4,1,4,79032.91,14,694142234,967
Normal,243,4,2,3,490236.18,157,104190576,1162
Normal,433,3,4,3,712339.1,1021,291173160,3463
High paying customer,431,3,4,1,3389465.44,2338,237042748,5072
High paying customer,411,1,4,1,4283248.4,1628,873847663,9797
High paying customer,421,2,4,1,2501221.2,421,524586713,5721
"Once Loyal, Now Gone",442,4,4,2,793996.98,2475,165594279,1882
Churn customer,444,4,4,4,63934.9,1360,101315677,415
Loyal custommer,412,1,4,2,1250042.84,2473,601642072,8114
High paying customer,421,2,4,1,3711571.58,1894,982882249,5554
Churn customer,444,4,4,4,153407.21,1181,822962939,1877
High paying customer,411,1,4,1,4149902.4,2751,336813628,9492
High paying customer,411,1,4,1,2128779.92,1815,341000020,8339
Normal,434,3,4,4,28129.95,2284,111496055,3015
Normal,333,3,3,3,690959.1,231,913502299,4485
High paying customer,411,1,4,1,3942669.6,1688,310588920,9018
High paying customer,321,2,3,1,3567328.38,240,339740025,5478
"Once Loyal, Now Gone",442,4,4,2,910183.74,430,582560193,1362
Loyal custommer,414,1,4,4,85966.62,973,362258565,9214
"Once Loyal, Now Gone",443,4,4,3,306685.8,2495,778593623,2010
High paying customer,411,1,4,1,6641935.53,2040,992156255,9939
High paying customer,421,2,4,1,3833864.99,1128,901408755,5737
Normal,422,2,4,2,904178.14,2425,579094779,5869
"Once Loyal, Now Gone",442,4,4,2,905004,2601,998043382,2070
Normal,122,2,1,2,936841.2,98,565984141,6140
Normal,244,4,2,4,59885.44,153,783116900,548
High paying customer,431,3,4,1,2754608.94,1404,592774903,4122
Loyal custommer,412,1,4,2,1175934.06,2217,850016772,7707
High paying customer,411,1,4,1,3764102.58,1709,106987798,8922
Normal,434,3,4,4,124366.45,1405,937826716,2621
"Once Loyal, Now Gone",442,4,4,2,919720.2,1038,631460940,2180
Churn customer,444,4,4,4,71407.44,1353,363952434,468
Normal,233,3,2,3,424630.14,168,983683907,2783
"Once Loyal, Now Gone",443,4,4,3,278255.2,1522,409236705,1090
Loyal custommer,413,1,4,3,704757.79,2358,295211923,8623
Loyal custommer,412,1,4,2,836647.68,1899,593158566,7656
High paying customer,411,1,4,1,4313415.2,2355,980396163,9866
Churn customer,444,4,4,4,25728.02,1075,115237414,167
Normal,242,4,2,2,1539694.08,157,241392648,2304
Normal,434,3,4,4,203275.8,1560,327604424,4284
Loyal custommer,412,1,4,2,1445544.98,374,506722772,9383
Loyal custommer,313,1,3,3,439814.05,257,646691596,9269
"Once Loyal, Now Gone",443,4,4,3,369236.07,921,282917964,567
High paying customer,411,1,4,1,2205619.2,1061,550853478,8640
High paying customer,421,2,4,1,3673480.19,2208,403304088,5497
Normal,423,2,4,3,259077,689,781646621,5460
Loyal custommer,412,1,4,2,1174861.56,1334,975184524,7626
Normal,423,2,4,3,347381.45,776,311191451,7321
Loyal custommer,413,1,4,3,676315.75,1727,299840342,8275
High paying customer,431,3,4,1,2047010.28,2663,447536504,4852
Churn customer,444,4,4,4,7544.55,1820,450021302,159
High paying customer,431,3,4,1,2638329.96,1522,818678271,3948
"Once Loyal, Now Gone",443,4,4,3,562381.84,2252,171441495,2203
Normal,434,3,4,4,40473.54,2061,520526921,4338
High paying customer,411,1,4,1,6266593.83,1369,304913794,9623
Normal,434,3,4,4,165885.2,2103,895014369,3496
Loyal custommer,412,1,4,2,874677.12,2583,422709548,8004
Churn customer,444,4,4,4,75797.52,554,560389268,492
Normal,134,3,1,4,25694.82,93,151269137,2754
High paying customer,411,1,4,1,3419840.34,2255,976470267,8106
Normal,432,3,4,2,1804001.64,2313,784751546,4276
High paying customer,411,1,4,1,2396568.64,374,606377351,9388
Normal,234,3,2,4,178506.9,136,399141728,3762
"Once Loyal, Now Gone",443,4,4,3,378899.4,1684,733648812,1842
Loyal custommer,413,1,4,3,430846,1550,737086331,9080
High paying customer,411,1,4,1,2402184.8,1754,638041150,9410
Normal,422,2,4,2,941876.34,2317,910263907,6173
Churn customer,444,4,4,4,88731.5,2188,361862027,1870
High paying customer,421,2,4,1,2921166.36,860,164259612,6924
Churn customer,444,4,4,4,91645.52,1813,612767446,359
Normal,333,3,3,3,442787.16,206,742100560,2902
Normal,433,3,4,3,415482.56,1662,209598815,3802
High paying customer,421,2,4,1,3988010.04,397,794152152,6124
High paying customer,411,1,4,1,6173478.26,2029,399700915,9238
High paying customer,431,3,4,1,3136191.11,1107,101025998,4693
High paying customer,311,1,3,1,3984329.16,245,122365224,9444
Loyal custommer,413,1,4,3,644604.51,1101,307577550,7887
Normal,323,2,3,3,684748.48,214,691760861,6266
Loyal custommer,412,1,4,2,1571959.4,2610,305616748,7642
Churn customer,444,4,4,4,24057.15,491,936028563,507
Loyal custommer,412,1,4,2,1003846.08,1178,745467269,9186
High paying customer,431,3,4,1,1883853.13,1923,309148681,2819
Normal,422,2,4,2,1038364.4,2397,180479466,6740
High paying customer,411,1,4,1,3573830.19,2710,689977300,8471
High paying customer,411,1,4,1,6282874.08,2417,253211104,9648
Loyal custommer,414,1,4,4,75265.11,2750,665138328,8067
Loyal custommer,412,1,4,2,1033023.84,2747,250777375,9453
Loyal custommer,414,1,4,4,92413.65,775,485468947,9905
Normal,433,3,4,3,535144.16,1808,374848639,4897
High paying customer,421,2,4,1,4603043.76,1906,428247773,6888
Normal,334,3,3,4,30107.91,359,709221398,3227
Normal,433,3,4,3,517129.8,962,316446864,2514
Normal,422,2,4,2,850873.38,707,743900430,5523
High paying customer,411,1,4,1,5337317.16,572,264966046,8196
Churn customer,444,4,4,4,206010.96,909,409337127,807
Churn customer,444,4,4,4,22336.02,417,627744472,2394
High paying customer,411,1,4,1,2461154.48,1192,956267440,9641
Loyal custommer,414,1,4,4,73119.21,1273,636278617,7837
High paying customer,421,2,4,1,3015368.4,390,158717525,6897
Normal,422,2,4,2,1775982.96,1398,381580340,6957
Normal,432,3,4,2,1692401.2,1374,522012221,3871
Loyal custommer,412,1,4,2,1287017.24,1315,898477637,8354
Churn customer,444,4,4,4,228779.1,397,361725556,1485
High paying customer,431,3,4,1,2679762.7,1821,163337361,4010
Normal,432,3,4,2,1149836,1307,691140305,2630
Normal,434,3,4,4,124698.6,1824,677352893,2628
Normal,433,3,4,3,411220.64,766,242512738,3763
Loyal custommer,413,1,4,3,679830.14,549,133276450,8318
Normal,432,3,4,2,1201862.8,1310,860104024,2749
Loyal custommer,212,1,2,2,1174560.84,126,172676599,7698
Loyal custommer,413,1,4,3,420549.35,1944,192922341,8863
High paying customer,411,1,4,1,6493866.12,1020,128821408,9972
Loyal custommer,313,1,3,3,414665.55,357,243340575,8739
Loyal custommer,413,1,4,3,371486.05,2141,884147775,7829
High paying customer,411,1,4,1,2542844.08,1879,187890946,9961
Normal,424,2,4,4,68109,1881,897122371,7300
Normal,422,2,4,2,1026253.08,656,698014056,6726
"Once Loyal, Now Gone",442,4,4,2,991141.62,2607,650078475,1522
Normal,433,3,4,3,349967.86,1927,933642041,4282
Loyal custommer,412,1,4,2,814602.91,2570,987459170,9967
Normal,433,3,4,3,656295.6,2097,960270583,4260
High paying customer,311,1,3,1,2134140.8,299,337215316,8360
Normal,433,3,4,3,487493.1,923,642886292,3195
High paying customer,411,1,4,1,3248553,1167,400337779,7700
Loyal custommer,412,1,4,2,864951.2,2226,523580348,7915
Normal,433,3,4,3,598113.6,1000,945738589,3920
Normal,433,3,4,3,691563.4,1611,741527640,3362
Normal,433,3,4,3,707666.04,1639,846965062,4638
"Once Loyal, Now Gone",443,4,4,3,273992.4,2245,980603873,1332
Normal,422,2,4,2,1711141.84,2550,563417804,6703
Normal,343,4,3,3,734496,286,723240125,1680
Normal,433,3,4,3,551688.86,665,810026109,3581
Normal,433,3,4,3,468483.36,964,173340928,4287
High paying customer,421,2,4,1,2383678.5,2197,313923013,5650
Normal,433,3,4,3,312431.52,1165,549583613,2859
Loyal custommer,412,1,4,2,1600963.1,1026,391889894,7783
Normal,433,3,4,3,753586.56,2537,342502486,2952
Churn customer,444,4,4,4,5243.46,1841,431402909,562
High paying customer,411,1,4,1,4037979.2,2108,567751824,9236
Normal,432,3,4,2,818172.4,1377,938301789,3205
Normal,422,2,4,2,1702207.04,1320,512965238,6668
High paying customer,421,2,4,1,3114175.6,1220,933043372,7123
High paying customer,411,1,4,1,5241241.61,1657,753133666,7843
Loyal custommer,413,1,4,3,643215.1,1365,913074433,7870
High paying customer,421,2,4,1,3797778.41,1213,806822907,5683
Normal,423,2,4,3,695676.48,1637,484950101,6366
Churn customer,444,4,4,4,159293.52,2534,884462773,1044
Churn customer,444,4,4,4,63422.48,2348,912543570,776
Loyal custommer,413,1,4,3,773574.45,785,973940408,9465
Normal,422,2,4,2,1444629.52,2511,418308579,5659
High paying customer,421,2,4,1,2259012.4,1206,167295014,5167
High paying customer,421,2,4,1,2303519.4,2623,857139432,5460
Loyal custommer,312,1,3,2,1183488.92,242,531216704,7682
High paying customer,411,1,4,1,3631207.23,575,167712152,8607
Normal,434,3,4,4,208590.2,1152,879405200,4396
High paying customer,411,1,4,1,5322102.28,575,182274615,7964
Normal,433,3,4,3,608254.9,1302,288941133,2957
New customer,143,4,1,3,361886.94,46,669579637,2349
Normal,433,3,4,3,449250.08,1266,202435815,4111
New customer,144,4,1,4,76947.2,85,887501180,176
Normal,434,3,4,4,160001.4,647,980881106,3372
Normal,434,3,4,4,33877.23,2532,225176656,3631
High paying customer,421,2,4,1,1855885.6,1596,694771802,7270
"Once Loyal, Now Gone",443,4,4,3,268298.52,1701,307045400,412
Loyal custommer,412,1,4,2,1571959.4,2645,795069682,7642
High paying customer,421,2,4,1,4325711.71,2228,486504924,6473
High paying customer,411,1,4,1,1944467.76,1440,444234168,7617
Churn customer,444,4,4,4,36467.76,2472,823700225,56
High paying customer,411,1,4,1,6202213.87,868,477863490,9281
Normal,324,2,3,4,59814.63,275,481976497,6411
Normal,423,2,4,3,309658.7,1784,930980002,6526
"Once Loyal, Now Gone",443,4,4,3,535294.62,662,915348517,822
Normal,422,2,4,2,1498493.6,2573,892487943,5870
High paying customer,411,1,4,1,3335398.8,817,122190129,7629
"Once Loyal, Now Gone",443,4,4,3,396705.12,2306,787310588,1554
Churn customer,444,4,4,4,9153.76,1764,363714683,112
High paying customer,431,3,4,1,2516926.65,2294,637278974,3865
High paying customer,411,1,4,1,3598156,2345,668720901,8230
Churn customer,444,4,4,4,55623.52,1138,124126040,509
Loyal custommer,413,1,4,3,401996.4,2394,818119084,8472
Normal,424,2,4,4,49057.14,512,716054379,5258
Normal,432,3,4,2,833744.48,827,980509030,3266
High paying customer,431,3,4,1,2263605.96,1685,889742648,3476
Loyal custommer,413,1,4,3,666262.96,1033,264526593,8152
Normal,422,2,4,2,1757602.8,812,366407191,6885
Normal,122,2,1,2,919430.08,5,588388097,5968
Normal,243,4,2,3,539504.8,104,186847674,1234
Normal,423,2,4,3,449841.92,2478,762655293,5504
Loyal custommer,412,1,4,2,1442033.58,1215,370775115,9451
Normal,432,3,4,2,888829.7,1152,896132314,4321
Loyal custommer,412,1,4,2,1076517.28,2759,876922976,9851
Normal,422,2,4,2,871979.6,1260,920366179,5660
High paying customer,421,2,4,1,3080640.78,1330,421456849,7302
High paying customer,421,2,4,1,2910003.2,499,445075738,6656
Normal,432,3,4,2,1638620.76,1092,472134292,3884
High paying customer,411,1,4,1,5825073.45,840,191300570,8945
Normal,423,2,4,3,313739.4,2246,432031619,6612
"Once Loyal, Now Gone",442,4,4,2,1568429.69,2541,443101203,2347
High paying customer,421,2,4,1,4344873.12,2711,268373954,6672
Normal,422,2,4,2,1475691.8,1074,104650199,7174
High paying customer,421,2,4,1,4535548.49,596,425780570,6787
Normal,432,3,4,2,1030968.4,1751,487615144,5012
Loyal custommer,212,1,2,2,1527813.02,143,941061675,9917
High paying customer,421,2,4,1,4882121.37,1429,119689023,7497
Normal,433,3,4,3,413553.8,1211,386440074,5060
Normal,422,2,4,2,1412336.2,2346,681354749,6866
Normal,432,3,4,2,1810445.2,1805,353320157,4141
New customer,144,4,1,4,31933.85,59,638957822,673
High paying customer,431,3,4,1,2582047.65,802,150293242,3965
High paying customer,411,1,4,1,3448528.86,2230,426562488,8174
Normal,343,4,3,3,710450,336,139201343,1625
High paying customer,411,1,4,1,2335812,508,426261651,9150
Normal,433,3,4,3,516025.56,734,637040793,3382
Normal,422,2,4,2,1604434.8,2260,956594026,6285
Normal,423,2,4,3,699501.28,1887,297502315,6401
Normal,433,3,4,3,437294.28,1777,281100928,2866
Churn customer,444,4,4,4,162479.24,668,806404912,1988
Normal,334,3,3,4,218554.7,312,416953313,4606
Loyal custommer,413,1,4,3,465484.5,366,619287574,9810
Loyal custommer,413,1,4,3,658907.26,2733,320757281,8062
Normal,422,2,4,2,821348.48,1601,298790204,7516
High paying customer,411,1,4,1,4120599.63,748,450797212,9767
"Once Loyal, Now Gone",443,4,4,3,675867.78,1748,441409051,1602
Churn customer,444,4,4,4,12016.68,885,741009652,78
Loyal custommer,412,1,4,2,1464310.26,1267,971845710,9597
High paying customer,221,2,2,1,3578585.85,177,114579093,5355
"Once Loyal, Now Gone",443,4,4,3,258088.08,674,157075583,1011
Normal,424,2,4,4,69480.51,1758,850928294,7447
Churn customer,444,4,4,4,61522.48,2650,523892343,241
Normal,324,2,3,4,52192.02,217,975177657,5594
Normal,433,3,4,3,680791.14,2086,103762280,4419
High paying customer,431,3,4,1,1970897.6,1952,350550401,4508
"Once Loyal, Now Gone",443,4,4,3,307557.81,2765,233851563,729
Loyal custommer,412,1,4,2,1756472.3,1817,626109397,8539
High paying customer,431,3,4,1,2979815.93,1792,529448592,4459
High paying customer,411,1,4,1,4119298.4,1131,315997111,9422
Normal,432,3,4,2,871139.5,629,538538062,4235
"Once Loyal, Now Gone",443,4,4,3,435878.3,853,210742080,2119
Normal,224,2,2,4,67614.51,111,961531007,7247
Normal,322,2,3,2,845445.78,294,791446769,5541
High paying customer,421,2,4,1,2559806,2137,742144334,5855
Churn customer,444,4,4,4,188199.69,973,682278716,289
Normal,333,3,3,3,546339.2,306,806440961,2656
